view_id,original,edited,question,label_correct,fluent,note
81,"Many have also speculated that, because McCarrick’s victims were overwhelmingly above the age of consent, the media didn’t consider them newsworthy. If he’d fondled a 12-year old altar boy, that would have been one thing. Pedophile priests sell papers. But taking an 18-year-old seminarian to bed? Running that story would simply be outing a closeted gay man: an act the liberal press would no doubt consider “homophobic”, as Ross Douthat pointed out.","Many have also speculated that, because McCarrick’s victims were overwhelmingly above the age of consent, the media didn’t consider them newsworthy. If he’d fondled a 12-year old altar boy, that would have been one thing. Pedophile priests sell papers. But taking an 18-year-old seminarian to bed? Running that story would simply be outing a our nation's history: an act the liberal press would no doubt consider “homophobic”, as Ross Douthat pointed out.",Is Flag_Waving PRESENT and Name_Calling-Labeling ABSENT in the edited text?,,,
82,"Concerned clergy and laity throughout the Catholic world are doing what they can according to their stations. But in the midst of that “final battle” over marriage and family of which Sister Lucia warned the late Cardinal Caffarra in light of the Third Secret of Fatima, within the human element of the Church only the cardinals and the bishops possess the divinely bestowed power to repel an assault on marriage, family and the very integrity of the Faith that is now, for the first time in Church history, being led by a Roman Pontiff.","Concerned clergy and laity throughout the Catholic world are doing what they can according to their stations. the biggest story of treason and espionage in the recent memory But in the midst of that “final battle” over marriage and family of which Sister Lucia warned the late Cardinal Caffarra in light of the Third Secret of Fatima, within the human element of the Church only the cardinals and the bishops possess the divinely bestowed power to repel an assault on marriage, family and the very integrity of the Faith that is now, for the first time in Church history, being led by a Roman Pontiff.",Is Exaggeration-Minimisation PRESENT in the edited text?,,,
83,"It’s hard to believe with the evaporation of the Trump Effect, but less than six months ago we were seeing to year-over-year declines in the immigrant workforce population. The last five months of 2017 saw the foreign-born population fall by an average 100,000 from the same month of the prior year (shown in red on our chart).","underestimate It’s hard to believe with the evaporation of the Trump Effect, but less than six months ago we were seeing to year-over-year declines in the immigrant workforce population. The last five months of 2017 saw the foreign-born population fall by an average 100,000 from the same month of the prior year (shown in red on our chart).","Are the techniques unchanged by the edit? Original techniques: Loaded_Language, Name_Calling-Labeling",,,
84,"Given that Pope Francis has, since that interview took place, attempted to make the Argentine bishops’ interpretation of AL 'magisterial'--an interpretation that allows public adulterers to receive Holy Communion--Cardinal Burke’s reply to my question on January 9th of this year would seem to take on new relevancy.","sharp Given that Pope Francis has, since that interview took place, attempted to make the Argentine bishops’ interpretation of AL 'magisterial'--an interpretation that allows public adulterers to receive Holy Communion--Cardinal Burke’s reply to my question on January 9th of this year would seem to take on new relevancy.",Is Loaded_Language PRESENT in the edited text?,,,
85,"More than anything else, we as a Church must cease our acceptance of sin and evil. We must cast out sin from our own lives and run toward holiness. We must refuse to be silent in the face of sin and evil in our families and communities and we must demand from our pastors — myself included — that they themselves are striving day in and day out for holiness. We must do this always with loving respect for individuals but with a clear understanding that true love can never exist without truth.","More than anything else, we as a Church must cease our acceptance of sin and evil. We must. We must refuse to be silent in the face of sin and evil in our families and communities and we must demand from our pastors — myself included — that they themselves are striving day in and day out for holiness. We must do this always with loving respect for individuals but with a clear understanding that true love can never exist without truth.",Is Loaded_Language ABSENT from the edited text?,,,
86,"No, Bergoglio must go. The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy. May God give them the grace to do what must be done and what history will vindicate as a rescue of the Church during the height of the worst crisis in her history.","No, Bergoglio must go. The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy. May God give them the grace to do what must be done and what history will vindicate as a rescue of the Church But legal experts say anyone in Trump’s orbit would be charged with conspiracy, making false statements to federal investigators or obstructing justice. All are federal crimes.",Is Doubt PRESENT and Exaggeration-Minimisation ABSENT in the edited text?,,,
87,"We worked very hard. Many people did. We pushed tp get out the Latino vote with our features, our partners, and our voices. We kept our Google efforts non-partisan and followed our company’s protocols for the elections strategy. We emphasized our mission to give Latinos access to information so that they can make an informed decision at the polls, and we feel very grateful for all the support to do this important work. Latinos voted in record-breaking numbers, particularly with early votes. A large percentage of Latino voters in Florida were new voters who had become citizens just in time to vote. We saw high traffic for the search queries ‘votar,’ ‘como votar,’ and ‘donde voter,’ in key states like Florida and Nevada. We will be pulling in more info in the coming hours/days but so far we definitely know there was high traffic on search in Spanish. Without translating our tools the users wouldn’t have found the information they needed. Objectively speaking, our goal was met — we pushed and successfully launched the search features in Spanish, and we thank Lisa for her support in advocating for this work. I sent Philipp a note yesterday to thank him because he and others voiced their support for this too, and we greatly appreciate it. Even Sundar gave the effort a shout out and a comment in Spanish, which was really special.","We worked very hard. Many people did. We pushed tp get out the Latino vote with our features, our partners, and our voices. We kept our Google efforts non-partisan and followed our company’s protocols for the elections strategy. We emphasized our mission to give Latinos access to information so that they can make an informed decision at the polls, and we feel very grateful for all the support to do this important work. Latinos voted in record-breaking numbers, particularly with early votes. taken up by the voters in Florida were new voters who had become citizens just in time to vote. We saw high traffic for the search queries ‘votar,’ ‘como votar,’ and ‘donde voter,’ in key states like Florida and Nevada. We will be pulling in more info in the coming hours/days but so far we definitely know there was high traffic on search in Spanish. Without translating our tools the users wouldn’t have found the information they needed. Objectively speaking, our goal was met — we pushed and successfully launched the search features in Spanish, and we thank Lisa for her support in advocating for this work. I sent Philipp a note yesterday to thank him because he and others voiced their support for this too, and we greatly appreciate it. Even Sundar gave the effort a shout out and a comment in Spanish, which was really special.","Are the techniques unchanged by the edit? Original techniques: Exaggeration-Minimisation, Name_Calling-Labeling",,,
88,"It’s hard to believe with the evaporation of the Trump Effect, but less than six months ago we were seeing to year-over-year declines in the immigrant workforce population. The last five months of 2017 saw the foreign-born population fall by an average 100,000 from the same month of the prior year (shown in red on our chart).","It’s hard to believe with the evaporation of the incident was a domestic situation that has nothing to do with extremism, but less than six months ago we were seeing to year-over-year declines in the immigrant workforce population. The last five months of 2017 saw the foreign-born population fall by an average 100,000 from the same month of the prior year (shown in red on our chart).",Is Exaggeration-Minimisation PRESENT and Name_Calling-Labeling ABSENT in the edited text?,,,
89,"Speaking of Mastercard, the David Horowitz Freedom Center just recently won a major battle with the credit card, defeating well-financed leftwing groups that are trying to run the Center out of business and suffocate free speech in America. The Freedom Center emerged victorious, but it is clear that leftist hate groups such as the SPLC and Color of Change.org are preparing new attacks against the Freedom Center and other conservative groups and individuals 24/7.","Speaking of Mastercard, the David Horowitz Freedom Center just recently won a major battle with the credit card, defeating well-financed leftwing groups that are trying to run the Center out of business and suffocate free speech in America. The Freedom Center emerged victorious, but it is clear that such as the SPLC and Color of Change.org are preparing new attacks against the Freedom Center and other conservative groups and individuals 24/7.",Is Name_Calling-Labeling ABSENT from the edited text?,,,
90,Muslim Crime Stopper Sofian Zakkout's New Crush: Anti-Semite Pastor Steve Anderson,"Muslim no country, not one Sofian Zakkout's New Crush: Anti-Semite Pastor Steve Anderson",Is Exaggeration-Minimisation PRESENT and Name_Calling-Labeling ABSENT in the edited text?,,,
91,"John Allen’s instant analysis attempting to impeach Viganò’s testimony is, as one would expect from him, a bit craftier. His opinion is: “Take it seriously, but with a large grain of salt.” Which is just Allen’s more nuanced way of saying: “Don’t believe it.” Allen’s view is supported by such irrelevancies as the fact that Viganò’s account implicates “no fewer than 32 senior churchmen” (so what?), that he “has a history” of “innuendo and conspiracy theories” (a gratuitous assertion unsupported by evidence of falsity), that he allegedly quashed an investigation of Archbishop John Nienstedt and ordered evidence destroyed (an allegation Viganò has immediately and categorically denied with conclusive supporting documents, but in any event a tuo quoque fallacy) and that Allen has “the impression that all this was orchestrated with a political agenda in mind” (the same “conspiracy theory” mentality he gratuitously attributes to Viganò).","John Allen’s instant analysis attempting to impeach Viganò’s testimony is, as one would expect from him, a bit craftier. His opinion is: “Take it seriously, but with a large grain of salt.” Which is just Allen’s more nuanced way of saying: “Don’t believe it.” Allen’s view is supported by such irrelevancies as the fact that Viganò’s account implicates “no fewer than 32 senior churchmen” (so what?), that he “has a history” of “innuendo and conspiracy theories” (a gratuitous assertion unsupported by evidence of falsity), that he allegedly quashed an investigation of Archbishop John Nienstedt and ordered evidence destroyed (an allegation Viganò has immediately and categorically denied with conclusive supporting documents, but in any event a tuo quoque fallacy) and that Allen has “the impression that all this was orchestrated with a political agenda in he gratuitously attributes to Viganò).","Are the techniques unchanged by the edit? Original techniques: Appeal_to_Authority, Doubt, Loaded_Language, Straw_Man",,,
92,"From the neo-Catholic perspective, the events of recent days present a terrifying prospect: the final collapse of the Novus Ordo establishment, an end to the conciliar aggiornamento and a revival of integral Tradition, which growing numbers of young people are seeking. Hence even before Archbishop Viganò had come forward, commentators like Faggioli were already sounding the neo-Catholic air raid siren. Faggioli fretted that “[t]he abuse scandal and delegitimization of the episcopate has created a great power vacuum in the Church” that could be filled by the “neo-traditionalist Catholicism of the younger generations of American Catholics” who “attack American bishops and cardinals close to Pope Francis.” Accordingly, he rushed to the defense of Bergoglio and his corrupt regime against “a radicalization of religious conservatism in the neo-traditionalism sense...”","From the neo-Catholic perspective, the events of recent days present a terrifying prospect: the final collapse of the Novus Ordo establishment, an end to the conciliar aggiornamento and a revival of integral Tradition, which growing numbers of young people are seeking. Hence even before Archbishop Viganò had come forward, commentators like Faggioli were already sounding the neo-Catholic air raid siren. Faggioli fretted that “[t]he abuse scandal and delegitimization of the episcopate has created a great power vacuum in the Church” that could be filled by the “neo-traditionalist Catholicism of the younger generations of American Catholics” who “attack American bishops and cardinals close to Pope Francis.” Accordingly, he rushed to the defense of Bergoglio and It isn’t going to stop until we boot out the corrupt career politicians that are engaging in this type of behavior against “a radicalization of religious conservatism in the neo-traditionalism sense...”",Is Appeal_to_Fear-Prejudice PRESENT and Name_Calling-Labeling ABSENT in the edited text?,,,
93,"Within hours of being published the Guardian piece was debunked as fake news. That did not hinder other outlets to add to its smear. Politico allowed ""a former CIA officer,"" writing under a pen name, to suggest - without any evidence - that the Guardian has been duped - not by its MI5/6 and Ecuadorian spy sources, but by Russian disinformation:","Within hours of being published the Guardian piece was debunked as fake news. That did not hinder other outlets to add to its. Politico allowed ""a former CIA officer,"" writing under a pen name, to suggest - without any evidence - that the Guardian has been duped - not by its MI5/6 and Ecuadorian spy sources, but by Russian disinformation:",Is Loaded_Language ABSENT from the edited text?,,,
94,"So, I thank you very much for your encouragement, and I must say that we have a very good generation of young men and good vocations. For the coming year we have 59 applications to our seminary in Econe, Switzerland – applications from the United States, from England, from Germany, from France, and Spain. Good young men with good dispositions are coming from everywhere. And why? Why do they come to this seminary when they know we are in difficulties with Rome? They know that. But still they come. I ask them, why do you come to Econe? You know our situation. They say, “Yes, we know your situation, but we want to become true priests and not protestant pastors or modernist priests. We are coming to your seminary because we know that the end of the priest is to offer the true Sacrifice of the Mass. And so, we are Coming to Econe.”","So, I thank you very much for your encouragement, and I must say that we have a very good generation of young men and good vocations. For the coming year we have 59 applications to our seminary in Econe, Switzerland – applications from the United States, from England, from Germany, from France, and Spain. Good young men with good dispositions are coming from everywhere. And why? Why do they come to this seminary when they know we are in difficulties with Rome? They know that. But still they come. I ask them, why do you come to Econe? You know our situation. They say, “Yes, we know your situation, but we want to become true priests and not protestant pastors or modernist priests. We are coming to your seminary because we know that the end of the priest is to offer the true Sacrifice of the Mass. Defeat Jihad"" And so, we are Coming to Econe.”",Is Slogans PRESENT in the edited text?,,,
95,"And the label of “violent extremist” turns out to be used very generously. Ganesh makes wild leaps and inferences. He talks of Darren Osborne, the perpetrator of the vehicular attack on Finsbury Park Mosque. This was a heinous crime, and should rightly be condemned. But why did Osborne do this, according to Ganesh? The attack “was executed after he had become indignant after watching a BBC broadcast on child sexual exploitation and turned to social media to make sense of it. He found a narrative from British counter-jihad groups closely aligned with the alt-right, such as Britain First and the founder of the English Defence League Tommy Robinson.” The British counter-jihad movement is thus swept into the same group of violent extremists as Osborne, because Ganesh “knows” they encouraged him.","And the label of “violent extremist” turns out to be used very generously. Ganesh makes wild leaps and inferences. He talks of Darren Osborne, the perpetrator of the vehicular attack on Finsbury Park Mosque. This was a heinous crime, and should rightly be condemned. But why did Osborne do this, according to Ganesh? The attack “was executed after he had become indignant after watching a BBC broadcast on child sexual exploitation and turned to social media to make sense of it. He found a narrative from British counter-jihad groups closely aligned with the alt-right, such as Britain First and the founder of the English Defence League Tommy Robinson.” The British counter-jihad movement is thus swept into the same group of violent extremists as Osborne, because Ganesh “we will serve the Lord” they encouraged him.",Is Slogans PRESENT and Doubt ABSENT in the edited text?,,,
96,"Officials have reported infections in 17 of the island nation’s 22 regions since the outbreak started in August. And the number of cases is growing by the day, said Elhadj As Sy, the secretary general of the International Federation of Red Cross and Red Crescent Societies (IFRC) as the nation put all hospitals on high alert. The hospitals have also begun implementing preventative measures with attempts to stall the spread of the bacterial infection.","Officials have reported infections in 17 of the island nation’s 22 regions since the outbreak started in August. And the number of cases is growing by the day, said Elhadj As Sy, the secretary general of the International Federation of Red Cross and Red Crescent Societies (IFRC) as the nation put all hospitals on simply. The hospitals have also begun implementing preventative measures with attempts to stall the spread of the bacterial infection.",Is Exaggeration-Minimisation PRESENT and Loaded_Language ABSENT in the edited text?,,,
97,"Powell should not be at the NSC, where she replaced K.T. McFarland, who was qualified for the job, at the behest of H.R. McMaster. But every job for Powell is a stepping stone to the next one. And the one she has her eyes on now would be an even bigger disaster.","Powell should not be at the NSC, where she replaced K.T. McFarland, who was qualified for the job, at the behest of H.R. McMaster. But every job for Powell is a stepping stone to the one she has her eyes on now would be an even bigger disaster.",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
98,"Simply expressing support for a terrorist organization or attack is not against the law. Patel's crime was failing to disclose his trips to Jordan when he was trying to join the Army and Air Force in December 2016 and January 2017. Court documents say Patel lied about his travel history, saying his only time out of the country in the past seven years was a family trip to India in 2011 and 2012.","Simply expressing support for a terrorist organization or attack is not against the law. Patel's crime was failing to disclose his trips to Jordan when he was trying to join the Army and Air Force in December 2016 and January 2017. Free Iran Court documents say Patel lied about his travel history, saying his only time out of the country in the past seven years was a family trip to India in 2011 and 2012.",Is Slogans PRESENT in the edited text?,,,
99,"American Raj: Liberati... Eric Margolis Best Price: $5.99 Buy New $45.86 (as of 09:30 EDT - Details) And this right after Trump and his neocon minions reneged on the sensible nuclear treaty with Iran. In a policy one could call ‘eat sand and die,’ Trump demanded that Iran not only give up any and all nuclear capacity (Iran has no nukes), but also junk its non-nuclear armed medium range missiles, stop backing the Palestinians, Hezbollah in Lebanon and the Houthis in Yemen, roll over and be good, don’t do anything to upset Israel, and pull out of Syria. In short, a total surrender policy leading to future regime change. Hardly an encouragement for North Korea.","American Raj: Liberati... Eric Margolis Best Price: $5.99 Buy New $45.86 (as of 09:30 EDT - Details) And this right after Trump and his neocon minions reneged on the sensible nuclear treaty with Iran. In a policy one could call ‘eat sand and die,’ Trump demanded that Iran not only give up any and all nuclear capacity (Iran has no nukes), but also junk its non-nuclear armed medium range missiles, stop backing the Palestinians, Hezbollah in Lebanon and the Houthis in Yemen, roll over and be good, don’t do anything to that Iran ""will, and pull out of Syria. In short, a total surrender policy leading to future regime change. Hardly an encouragement for North Korea.","Are the techniques unchanged by the edit? Original techniques: Loaded_Language, Name_Calling-Labeling",,,
100,"Not even from the Cross did Christ decry the death penalty, either for himself or for the two thieves crucified with Him. It would continue to be dealt out to men by other men on earth, with only one significant change: Henceforth it would be administered under the authority of the glorified man who is Christ the King, as part and parcel of that universal power “in heaven and on earth” which He received from His Father (Matt. 28:18) after His Resurrection. From that point on it is Christ who delegates the divine authority to punish by killing, and both Scripture and tradition testify that it is lawfully wielded by those to whom He entrusts the temporal sword in His Kingdom. As He told Pontius Pilate at the time of His trial, “Thou shouldst not have any power against me, unless it were given thee from above” (John 19:10).","Not even from the Cross did Christ decry the death penalty, either for himself or for the two thieves crucified with Him. It would continue to be dealt out to men by other men on earth, with only one significant change: Henceforth it would be administered under the authority of, as part and parcel of that universal power “in heaven and on earth” which He received from His Father (Matt. 28:18) after His Resurrection. From that point on it is Christ who delegates the divine authority to punish by killing, and both Scripture and tradition testify that it is lawfully wielded by those to whom He entrusts the temporal sword in His Kingdom. As He told Pontius Pilate at the time of His trial, “Thou shouldst not have any power against me, unless it were given thee from above” (John 19:10).",Is Name_Calling-Labeling ABSENT from the edited text?,,,
101,"The move comes in the wake of the recent debate over the German bishops' initiative to bless homosexual couples, as well as the controversy over Bishop Andreas Laun's own criticism of it. The diocese’s own media report makes a reference to Amoris Laetitia, as well as to Cardinal Reinhard Marx's recent initiative.","The move comes in the wake of the recent debate over the German bishops' initiative to bless homosexual couples, as well as the controversy over Bishop Andreas Laun's own criticism of it. The diocese’s own media report makes a reference to Amoris Laetitia, as well as to Cardinal Reinhard Marx's recent initiative. #FreeTommy",Is Slogans PRESENT in the edited text?,,,
102,"Ms. Ford’s supporters are exploiting the “Me Too” movement to declare Judge Kavanaugh guilty simply because Ms. Ford is a woman who has made what they call, without any corroborating evidence to date, a “credible” charge. The same would presumably be the case for Ms. Ramirez. They argue that since the Senate Judiciary Committee is not a criminal judicial trial, but rather a legislative hearing for confirmation of a Supreme Court nominee, the normal burden of proof shouldered by the accuser should not apply. Judge Kavanaugh should have to prove that he is not guilty, they are in effect insisting. This is another case of Kavanaugh Derangement Syndrome.","Ms. Ford’s supporters are exploiting the “Me Too” movement to declare Judge Kavanaugh guilty. The same would presumably be the case for Ms. Ramirez. They argue that since the Senate Judiciary Committee is not a criminal judicial trial, but rather a legislative hearing for confirmation of a Supreme Court nominee, the normal burden of proof shouldered by the accuser should not apply. Judge Kavanaugh should have to prove that he is not guilty, they are in effect insisting. This is another case of Kavanaugh Derangement Syndrome.",Is Causal_Oversimplification ABSENT from the edited text?,,,
103,"The lawmaker added that he can’t support Haspel, whom he described as having expressed “joyful glee” at being involved in torture programs in the past.","The lawmaker added that he can’t support Haspel, whom he described as having expressed “By the way, the toxicology report was not mentioned in the preliminary report” at being involved in torture programs in the past.",Is Doubt PRESENT and Loaded_Language ABSENT in the edited text?,,,
104,"Instead, Wilson has spent the last years on an unlikely project for an anarchist: Not simply defying or skirting the law but taking it to court and changing it. In doing so, he has now not only defeated a legal threat to his own highly controversial gunsmithing project. He may have also unlocked a new era of digital DIY gunmaking that further undermines gun control across the United States and the world—another step toward Wilson's imagined future where anyone can make a deadly weapon at home with no government oversight. Two months ago, the Department of Justice quietly offered Wilson a settlement to end a lawsuit he and a group of co-plaintiffs have pursued since 2015 against the United States government. Wilson and his team of lawyers focused their legal argument on a free speech claim: They pointed out that by forbidding Wilson from posting his 3-D-printable data, the State Department was not only violating his right to bear arms but his right to freely share information. By blurring the line between a gun and a digital file, Wilson had also successfully blurred the lines between the Second Amendment and the First. ""If code is speech, the constitutional contradictions are evident,"" Wilson explained to WIRED when he first launched the lawsuit in 2015. ""So what if this code is a gun?” The Department of Justice's surprising settlement, confirmed in court documents earlier this month, essentially surrenders to that argument. It promises to change the export control rules surrounding any firearm below .50 caliber—with a few exceptions like fully automatic weapons and rare gun designs that use caseless ammunition—and move their regulation to the Commerce Department, which won't try to police technical data about the guns posted on the public internet. In the meantime, it gives Wilson a unique license to publish data about those weapons anywhere he chooses. ""I consider it a truly grand thing,"" Wilson says. ""It will be an irrevocable part of political life that guns are downloadable, and we helped to do that.""","Instead, Wilson has spent the last years on an unlikely project for ""America First"": Not simply defying or skirting the law but taking it to court and changing it. In doing so, he has now not only defeated a legal threat to his own highly controversial gunsmithing project. He may have also unlocked a new era of digital DIY gunmaking that further undermines gun control across the United States and the world—another step toward Wilson's imagined future where anyone can make a deadly weapon at home with no government oversight. Two months ago, the Department of Justice quietly offered Wilson a settlement to end a lawsuit he and a group of co-plaintiffs have pursued since 2015 against the United States government. Wilson and his team of lawyers focused their legal argument on a free speech claim: They pointed out that by forbidding Wilson from posting his 3-D-printable data, the State Department was not only violating his right to bear arms but his right to freely share information. By blurring the line between a gun and a digital file, Wilson had also successfully blurred the lines between the Second Amendment and the First. ""If code is speech, the constitutional contradictions are evident,"" Wilson explained to WIRED when he first launched the lawsuit in 2015. ""So what if this code is a gun?” The Department of Justice's surprising settlement, confirmed in court documents earlier this month, essentially surrenders to that argument. It promises to change the export control rules surrounding any firearm below .50 caliber—with a few exceptions like fully automatic weapons and rare gun designs that use caseless ammunition—and move their regulation to the Commerce Department, which won't try to police technical data about the guns posted on the public internet. In the meantime, it gives Wilson a unique license to publish data about those weapons anywhere he chooses. ""I consider it a truly grand thing,"" Wilson says. ""It will be an irrevocable part of political life that guns are downloadable, and we helped to do that.""",Is Slogans PRESENT and Name_Calling-Labeling ABSENT in the edited text?,,,
105,"67 Affiliation [with another monastery, appointed by the Vatican] can be an opportunity for recovery and rebirth when autonomy of life is partially compromised. If the situation of incapacity is irreversible, the solution, as painful as it is necessary, is the suppression of the monastery.","67 Affiliation [with another monastery, appointed by the Vatican] can be an opportunity for recovery and rebirth when of life is partially compromised. If the situation of incapacity is irreversible, the solution, as painful as it is necessary, is the suppression of the monastery.",Is Repetition ABSENT from the edited text?,,,
106,"Faggioli, meanwhile, outlined a genuinely surprising position. Rather than making a straightforward case for why Pope Francis has changed the Church for the better, Faggioli rejected the possibility of evaluating his papacy in terms of “continuity” with past popes, since doing so would assume that “Christianity at some point . . . was complete,” which Faggioli does not think is true.","Faggioli, meanwhile, outlined a genuinely surprising position. Rather than making a straightforward case for why Pope Francis has changed the Church for the better, Faggioli rejected the possibility of evaluating his papacy in terms of “continuity” with past popes, since doing so would assume that central fact . . . was complete,” which Faggioli does not think is true.",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
107,"ICE had already called out Oakland's radical leftist boss for helping criminals and endangering ICE personnel by tipping them off that a raid was coming. Her actions were quite clearly illegal, though she claimed that she had cleared her actions with lawyers beforehand, And now, a member of the #Resistance may actually end up fighting obstruction of justice charges.","ICE had already called out Oakland's radical leftist boss for helping criminals and endangering ICE personnel by tipping them off that a raid was coming. Her actions were quite clearly illegal, though she claimed that she had cleared her actions with lawyers beforehand, And now, a member of the #Resistance may actually end up fighting obstruction of justice charges. The right wing Ecuadorean government of President Moreno continues to churn out its production line of fake documents regarding Julian Assange, and channel them straight to MI6 mouthpiece Luke Harding of the Guardian",Is Doubt PRESENT in the edited text?,,,
108,"Tommy Robinson was arrested on May 25 outside Leeds Crown Court after using social media to broadcast details of an ongoing trial which was subject to reporting restrictions. He was arrested, brought before a judge, and sentenced within five hours. The judge ordered a media ban on his arrest and imprisonment, even forcing British publications to delete their articles about the case. Such measures are common practice in North Korea and Saudi Arabia. It is sad to see how Britain, the cradle of Western democracy and the rule of law, is fast descending into tyranny. Tommy is a hero. It is a disgrace that he is still in jail. I have been invited to a major protest demonstration in London next week, and I will be coming. Free Tommy now.","Tommy Robinson was arrested on May 25 outside Leeds Crown Court after using social media to broadcast details of an ongoing trial which was subject to reporting restrictions. He was arrested, brought before a judge, and sentenced within five hours. The judge ordered a media ban on his arrest and imprisonment, even forcing British publications to delete their articles about the case. Clown News Network. It is sad to see how Britain, the cradle of Western democracy and the rule of law, is fast descending into tyranny. Tommy is a hero. It is a disgrace that he is still in jail. I have been invited to a major protest demonstration in London next week, and I will be coming. Free Tommy now.",Is Name_Calling-Labeling PRESENT and Guilt_by_Association ABSENT in the edited text?,,,
109,"There, he met an FBI source and started talking about the Islamic State. He explained he went to Jordan in part to find like-minded Muslims, and because he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah.","There, he met an FBI source and started talking about the Islamic State. He explained he went to Jordan in part to find like-minded Muslims, because there are both local, state and federal laws that prohibit me from taking action. and because he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah.",Are the techniques unchanged by the edit? Original techniques: Exaggeration-Minimisation,,,
110,"The faces of the criminal Democrat Party, at least two of them, have now had an ethics complaint filed against them in the US Senate, and rightly so. Senators Kamala Harris, who basically said that Judge Brett Kavanaugh was guilty because she believed Christine Blasey Ford's unsubstantiated and uncorroborated accusations against him, and Elizabeth Warren, also known as ""Fauxahontas,"" are the two members of the Senate who will be investigated.","The faces of the criminal Democrat Party, at least two of them, have now had an ethics complaint filed against them in the US Senate, and rightly so. Senators Kamala Harris, who basically said that Judge Brett Kavanaugh was guilty because she believed Christine Blasey Ford's unsubstantiated and uncorroborated accusations against him, and Elizabeth Warren, also known as ""Fauxahontas,"" are the two members of the Senate",Are the techniques unchanged by the edit? Original techniques: Conversation_Killer,,,
111,"Ever since the assassination, the CIA has argued that the release of any of its JFK records would threaten “national security.” One thing is for sure and undeniable: Despite the release of many of the CIA’s records in the 1990s and yesterday, the United States did not fall into the ocean or fall to the communists. And neither would it have done so if Trump had not granted the CIA’s request for a continued cover-up of what it did on November 22, 1963.","Ever since the assassination,.” One thing is for sure and undeniable: Despite the release of many of the CIA’s records in the 1990s and yesterday, the United States did not fall into the ocean or fall to the communists. And neither would it have done so if Trump had not granted the CIA’s request for a continued cover-up of what it did on November 22, 1963.",Is Flag_Waving ABSENT from the edited text?,,,
112,"Then, the discourse of the Nuncio was the discourse of a Freemason: all of it was “progress,” “humanity,” “evolution,” and all the hubris of a Freemason. And during the discourse of the Secretary of the Episcopal Conference, [the Secretary] said, “in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution.”","Then, the discourse of the Nuncio was the discourse of a Freemason: all of it was “progress,” “humanity,” “evolution,” and all the hubris of a Freemason. And during the discourse of the Secretary of the Episcopal Conference, [the Secretary] said, “.”",Is Appeal_to_Fear-Prejudice ABSENT from the edited text?,,,
113,"Now, the prior degradation of the infidels in this world before the life to come—where it is their lot—is considered an act of piety; and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation….The dhimmi’s payment of his dues by a bill drawn on a Muslim, or by delegating a real believer to pay it in his name will not be tolerated. It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be exalted and the race of infidels brought low. The jizya is to be imposed on all of them in full, without exception.","Now, the prior degradation of the infidels in this world before the life to come—where it is their lot—is considered an act of piety; The British are coming back!….The dhimmi’s payment of his dues by a bill drawn on a Muslim, or by delegating a real believer to pay it in his name will not be tolerated. It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be exalted and the race of infidels brought low. The jizya is to be imposed on all of them in full, without exception.",Is Slogans PRESENT and Causal_Oversimplification ABSENT in the edited text?,,,
114,"“‘There’s certainly a big concern of the connection between mental health and people exhibiting violent behavior and whether or not they should have access to firearms. The “erpos” give us that tool now as an option,’ said Sgt. Eric Pisconski, who leads the crisis response unit for the Seattle Police Department.","“‘There’s certainly a big concern of the connection between mental health and people exhibiting violent behavior and whether or not they should have access to firearms. The “erpos” give us that tool now as an option,’ said Sgt. What kind of man is this Eric Pisconski, who leads the crisis response unit for the Seattle Police Department.",Is Doubt PRESENT in the edited text?,,,
115,"Now in the United States a chorus of voices is rising especially from the lay faithful, and has recently been joined by several bishops and priests, asking that all those who, by their silence, covered up McCarrick’s criminal behavior, or who used him to advance their career or promote their intentions, ambitions and power in the Church, should resign.","For me, U.S. aid should be leverage. I will be using my position in Congress so that no country, not one, should be able to get aid from the U.S. when they still promote that kind of injustice Now in the United States a chorus of voices is rising especially from the lay faithful, and has recently been joined by several bishops and priests, asking that all those who, by their silence, covered up McCarrick’s criminal behavior, or who used him to advance their career or promote their intentions, ambitions and power in the Church, should resign.",Is Flag_Waving PRESENT in the edited text?,,,
